username,rating,date,id,consolidated_feedback,subjectivity,polarity,score
Supply Chain Manager in Panamá,4,2015-07-03T00:00:00.000Z,7107376,Supply Chain and Manufacturing  Leadership Growth Team Work Development Plan Continuos Improvement Ethical & Integrity Innovation Lean Six Sigma approach Multicultural enviroment Good Benefits  Hard Work frecuently Múltiple Systems Slow investments Continuos changes Cross funtional decisions takes times S&OP is still in a foundation level Advice to Management:Need more robust proceses to Improve productivy,0.44027777777777777,0.1347222222222222,positive
Anonymous Employee,4,2015-07-02T00:00:00.000Z,7095477,"Excellent!!  One of the best companies to work to gain monumental experience. The working conditions, the level of shared knowledge and learning curve was tremendous in this company.  I did not see any cons. Advice to Management:Keep up the good work !!",0.725,0.8333333333333334,positive
"Developer in Murray, UT",2,2015-07-01T00:00:00.000Z,7083925,"Formerly a great company that needs a shake up to get back on track  People in the trenches are generally great to work with Large, stable company Room for improvement Talented developers  Senior leaders don't listen to the experts Support staff not technical enough to handle issues so lots of bleed over to devs Very few ""perks"" for a multi-million dollar company Priorities constantly shifting Advice to Management:3M HIS has some good products and potential. You should listen to the front line workers. Stop changing priorities. Say no to customers when they demand things that are unreasonable or not feasible. Replace middle and senior management with more technical people that care about and take care of employees. If you take care of the employees they will take care of the company.",0.4351360544217687,0.24673469387755104,positive
"SAP Security Administrator in Maplewood, MN",3,2015-06-30T00:00:00.000Z,7074933,Great culture to learn and be productive  Great flexibility between work and life. Managers are empowered to make decisions. The pay is competitive to other companies and the benefits are very good.  Promotions and pay raises can be very hard to come by. The rating system is very complex and managers that you have never met can affect your rating which will always affect your pay.,0.6465277777777778,0.26930555555555546,positive
Anonymous Employee,5,2015-06-30T00:00:00.000Z,7075673,"Sales Representative  Sales representatives receive great benefits, pay and flexibility. However, you work ethic determines your variable compensation. Benefits include company car, gas card, expense account, etc.  Very important to have a good manager as this can make or break your career. Company can tend to be a little conservative and slow. Advice to Management:Increase your marketing budget as 3M currently operates with a B2B and not a B2C business model which makes it all the more difficult for sales representatives.",0.64375,0.19156249999999997,positive
Senior Account Executive in Bangalore,2,2015-06-30T00:00:00.000Z,7070157,Excellent Company  Good and value added Learning  No cons as it doing good Advice to Management:Keep it up and good going,0.7000000000000001,0.7749999999999999,positive
"Quality Engineer in Carlisle, IA",3,2015-06-30T00:00:00.000Z,7068035,"3M  Great benefits, employee stock purchase plan is awesome  Pay is not competitive, overall lack of resources",0.5833333333333334,0.6,positive
"Senior Software Engineer in Murray, UT",1,2015-06-30T00:00:00.000Z,7066995,"Soul Crushing Environment. Management Severely Lacking  - Great people on the front level teams - Benefit package on par with other tech companies - Discounted access to tape and bandaids  - Upper management is completely clueless to what is happening in the trenches and rules by fear and intimidation - Strong pressure to work unpaid/unrewarded overtime because you are salaried - Unrealistic deadlines set by people who don't understand the technical work they oversee - HR will pretend to ""handle"" concerns but realistically they just get brushed under the rug if you speak up - No opportunity for career advancement unless you are looking to place your career above all else including family and friends. Advice to Management:You still have a decent number of top performers although you are losing them fast. That trend will continue unless you stop ruling from your ivory tower. There are smart people ready to do great work if you will let them. Consult with the teams more and respect their opinions. And stop with the overtime pressure. It's going to leave you with a burned out group of B and C talent.",0.5069327731092437,0.2170168067226891,positive
Customer Service Representative in Santa Cruz de la Sierra,5,2015-06-30T00:00:00.000Z,7066273,"Responsible for reviewing company bills, assist and provide solutionts to dealers and end consumers  There is a great work environment between co-workers. That makes you feel commitment with the company as well as the clients.  The requirements for the position wasn't the right ones. Customer Service people did more than they have to for the position. Advice to Management:They should do a new Manual of Process and Functions for each position.",0.5580519480519481,0.3844155844155844,positive
"Senior Manager in Saint Paul, MN",3,2015-06-29T00:00:00.000Z,7062305,"Old School Company  + Compensation about average, best in class retirement package + Diversity of division allows for career moves across industries  - Old school view on work/life balance. At a relatively low grade level, the expectations is 3M comes first, even before your family - Upper level executives do not get along, leading to a lot of disfunction - Not enough outside/in views Advice to Management:Need to bring in more outsiders into management roles",0.3037037037037037,0.2,positive
"Technical Analyst in Austin, TX",3,2015-06-29T00:00:00.000Z,7057388,"3M Austin  My current supervisor is very flexible on my hours and whether I work from home. (Rare)  Once you're in, the raises are minimal. Partially filled office in Austin, TX.",0.62,0.16,positive
Anonymous Employee,1,2015-06-29T00:00:00.000Z,7055297,"3m HIS== Awful  Paychecks Occurred. Fun to work along with so many women coders for a change.  They do not know how to run a software company. No working from home, extra hours expected always, tense working environment every day. Management is ex-military style, they do not care about you. Everything is CYA. No time or room for innovation. Worst ""software"" company I ever worked for. Idiots micro-managing professionals. Constant fire-fight because they will not invest to get things done right and within reasonable time frames. Biggest tight wad / penny pinchers I've ever seen. Only get paid once a month! Advice to Management:fire yourselves",0.558058608058608,-0.16355311355311358,negative
Anonymous Employee,3,2015-06-29T00:00:00.000Z,7056624,"3M in Oklahoma  Rate of pay is good. Paid holidays, paid personal time and sick time is good. Overall knowledge of working a job that few people in the world are even aware is an overwhelming feeling, but also adds much pride. Most all 3M employees where I work go above and beyond the attitude of ""getting the product out the door"". The financial bottom line is very important, but to sacrifice the delivery of a stellar product is NOT what most production employees will tolerate.  Upper management is disconnected from most everyone. Onsite HR is less than helpfully and if you are looking for a steady shoulder in the midst of a personal crisis, look some where else. Site ethics are lacking what I feel is 3M's requirements and expectations. That is my personal opinion.",0.3773242630385487,0.1764625850340136,positive
"Sales Representative in San Jose, CA",1,2015-06-28T00:00:00.000Z,7050775,"3M  Financially stable company with offices around the world  Poor management: care about share prices & share holders. If sales are down, the first cost cutting measure is reducing headcount. Low pay: in sales, they'll do anything to avoid paying. Advice to Management:Promote based on merit, not to fill a position.",0.4037037037037037,-0.15092592592592594,negative
Anonymous Employee,3,2015-06-28T00:00:00.000Z,7049823,Theory X management firm  If you are one of the middle or higher management you will go faster at your carrier ladder Good salaries for those who are 3M employees  Bad work culture with no benefits for those working with contracts Non 3M employees No balance between work and life Lack of experience for the low level management No training at all if you are non 3M employee Promotion is not a real possibility You are just a number,0.3952380952380952,-0.007142857142857122,negative
"Machine Operator in Meriden, CT",4,2015-06-28T00:00:00.000Z,7046320,"Machine Operator  Good pay, most people are friendly, good work environment. 2nd shift set up is the smartest man in the building.  Management. Management. Management. Management. Management. Advice to Management:Replace yourselves with qualified people especially the plant manager.",0.5333333333333333,0.37916666666666665,positive
"IT Analyst in Saint Paul, MN",3,2015-06-28T00:00:00.000Z,7046480,Overall ok to work for.  Great people. Good pay. Strong company.  Long work hours and weekends. Advice to Management:Re-evaluate the work force needs.,0.49722222222222223,0.3972222222222223,positive
"Maintenance in Cynthiana, KY",3,2015-06-26T00:00:00.000Z,7032170,"Only Average  Above average pay for the area, standard benefits package. The work environment is usually not too hot or too cold, cleaner than many skilled trades jobs.  Everything else. If you are a skilled trades employee and only care about a check, this is a fine place to work. If you care about your skill set, or advancement, or continued learning, avoid here. They do not care nor invest in continuing education or skills improvement. Skilled trades are expected to be operators, train operators, do any task the operator wants including set up their machines FOR THEM, and when new equipment is brought in, you are expected to know how to fix it on demand without ever receiving even the slightest overview of the machine. Advice to Management:Train your employees, invest in their careers. Employees have no vested interest in the companies success, other than drawing a check.",0.4614772727272728,0.11015151515151514,positive
"Anonymous Employee in Lima, Lima Region",4,2015-06-26T00:00:00.000Z,7028497,"Supply Chain Coordinator  Great company, good salaries, good environment. Every body is called by your name, it is very horizontal so you can talk with anyone in the office. Great career path line  Marketing and Sales are the most important areas, sometimes they could be really disorganized and the process in general arent mature at all Advice to Management:Very open, continue working to make the Supply Chain area strong and consolidate it. Continue doing 1:1 meetings in order to be closer with the employees.",0.5444444444444444,0.4069444444444445,positive
"Anonymous Employee in Minneapolis, MN",4,2015-06-25T00:00:00.000Z,7025194,Sourcing Specialist  Steady and stable company that takes care of employees  Will delay promotions based on time at job rather than competency,0.5,0.16666666666666666,positive
"Technical Aide in Woodbury, MN",5,2015-06-25T00:00:00.000Z,7020323,"amazing company  flexible, great coworkers, great values and management  hard moving up the ranks",0.7354166666666666,0.47708333333333336,positive
Anonymous Employee,5,2015-06-25T00:00:00.000Z,7018625,Contract Review  Genuine people and great opportunities to learn new things every single day. Campus is dynamic although some is outdated.  Being a contract worker does not give you the opportunity for paid holidays or company outings (most of the time).,0.4598330241187384,0.19499072356215214,positive
Anonymous Employee,4,2015-06-24T00:00:00.000Z,7013985,"Sales Manager  Benefits, good people, opportunity for growth  Just a number, work is slowed by individual agendas Advice to Management:listen to your people",0.5,0.35,positive
"Software Engineer in Silver Spring, MD",2,2015-06-22T00:00:00.000Z,6983322,"Keep you in a box  -If you're a talent, you can have a job forever at 3M. Average career is 25 years. -Good benefits  Please note, this applies to only the HIS division: -Division leaders lack vision and are tyrants when it comes to managing talent. They will yell at you in meetings for nothing. -If you're a company that gets acquired by 3M, just run, leave as fast as you can. 3M will suck the culture you've come to enjoy out and will drain any joy you had working there. The 3M way means antiquated ways of managing and thinking which makes sense given that 3M has been around for a 100 years. -If you don't fit into the mental ""box"" they've created for a position, don't expect to get a job you really want. For example, they will only hire MBA's for certain positions even though more competent people can do the job who don't have the qualification. They don't understand what it means to nurture and find ""talent"". -If you're not a member of the talent (sales, product managers, implementation, marketing, etc) expect to have a short leash and be fired quickly for not helping achieve the bottom line. HIS restructures like it's going out of style. -No work from home opportunity. They want people in the office even though they say they are a ""green"" company and despite the fact that the people who work out of the Silver Spring office live in one of the worst metropolitan areas for traffic. Advice to Management:You need to replace all senior management with people who actually understand technology. You have too many marketing and sales people running the division.",0.5019047619047619,0.1716991341991342,positive
"Technical Support Engineer in Saint Paul, MN",4,2015-06-22T00:00:00.000Z,6982795,"Technical Support Engineer  good packages, 401K, health dental vision insurance, good opportunities for promotion, wide range of products, good atmosphere between employees, very technical oriented company  sometimes there is arrogance in dealing with customers and even employees, sometimes job grades are under the real requirements for employees Advice to Management:listen to those who know the business and are willing to help business be successful, award the employees based on their knowledge, skills, efforts and results",0.4922222222222223,0.3555555555555555,positive
Anonymous Employee in Bangalore,3,2015-06-22T00:00:00.000Z,6978558,Marketing B2B  Great place to start your career after B-School Tremendous amount of freedom and space to execute your ideas Good bunch of people to work with  Does not have a marketing growth path Advice to Management:Look at a better growth path for marketers,0.7125,0.5833333333333333,positive
Technical Aide,4,2015-06-21T00:00:00.000Z,6976082,Technical Aide  Flexible hours. Given opportunities to work in different areas.  Direct impact of work not always apparent.,0.36250000000000004,0.037500000000000006,positive
"Systems Analyst in Murray, UT",3,2015-06-20T00:00:00.000Z,6968541,"Mid-level Management is Severely Lacking  -Opportunities for growth -Compensation -Yearly promotions -Clean facilities  -Lack of product knowledge -Hostile environment when working with development (swearing, unprofessional and demeaning) -Lack of training -Management prevents employees from moving to other departments unless you have had the job for two years Advice to Management:Learn the products that you are managing. Give praise to the employees doing the work not the ones taking credit. Stop changing the management structure and expecting things to change without adding more resources.",0.525,0.24722222222222223,positive
"Anonymous Employee in Saint Paul, MN",4,2015-06-19T00:00:00.000Z,6962407,"Anonymous  Pay and Benefits, Good work schedule, excellent resources,  Poor work place climate - some mistrust from leadership Advice to Management:Loosen up",0.7333333333333334,0.4333333333333333,positive
Commodity Specialist,1,2015-06-19T00:00:00.000Z,6958138,Management  Salary a bit above average  Average level of middle Management,0.22499999999999998,-0.075,negative
Anonymous Employee,4,2015-06-19T00:00:00.000Z,6957777,"Pilot plant tech  Good people, full time work and always a chance for overtime.  rotating shift work gets old after a while.",0.45,0.3833333333333333,positive
"Human Resources Manager in Saint Paul, MN",3,2015-06-19T00:00:00.000Z,6955953,Good company - poor leaders  Very results-oriented company doing good work  The strong-results orientation comes at the cost of treating employees well,0.5250000000000001,0.3,positive
Anonymous Employee,1,2015-06-18T00:00:00.000Z,6950161,"Too Much of Not Enough  *Lots of room for improvement here *Chaotic environment (if that's your thing) *Loyal personnel *Well-maintained facilities  *Customer service issues *Product issues *Resource issues (extremely short staffed, no SMEs left) *Application knowledge issues *Nonexistent training *General malaise (stress, burnout, fear-driven culture, fragile egos) *Slow moving in the faced-paced world of healthcare *Little unified vision besides talk *Initiatives are reactive and run on fear, confusion and stress rather than focus, strategy and priorities. *Key and influencial IT staff and high performers seem to get easily lost in the shuffle of confusion, incompetence, and mistrust *Avoidance is the main solution Advice to Management:Have a walk around your offices, which there seems to be little time for given the endless apologies and firefights that appear to be part of your job description. I'd recommend staffing the applications and training the staff on the complexities of healthcare information and the nature of the products. 30 minute seminars won't work, the medical record isn't an assembly line and it isn't sold in a box at Lowe's.",0.4806249999999999,0.03395833333333333,positive
"Customer Service Representative in Saint Paul, MN",4,2015-06-15T00:00:00.000Z,6914281,"SGBG Customer Service Rep  Great coworkers, tried to be as flexible as possible. Would do appreciations by giving free food  Management kept us in the dark a lot, very high expectations and high turn over. There was always lot on my plate Advice to Management:Recognize your employees for what they do and who they are instead of their GPA from college.",0.6986666666666667,0.23633333333333337,positive
"Anonymous Employee in Houston, TX",3,2015-06-15T00:00:00.000Z,6913087,Great place to learn  Learn a lot Many plattforms  subjective management they expect a nasa scientist for the pay of a fast food worker its all about becoming a favorite one. Advice to Management:transparency,0.74,0.49000000000000005,positive
Supply Chain Analyst in Zürich,4,2015-06-14T00:00:00.000Z,6898899,"Good company, catching up with times  Good management, not too much politics. They are investing heavily in r and D and improving their infrastructure and systems.  They are quite old Fashioned. Decisions take forever to make. They are already set in processes and don't like change.",0.5000000000000001,0.3499999999999999,positive
Anonymous Employee,5,2015-06-12T00:00:00.000Z,6889840,Technical Service Analyst  Great company Lots of room for growth and to move up. Great colleagues Great pay and incentives  None that comes to mind.,0.5875,0.6000000000000001,positive
"Warehouse Operator in DeKalb, IL",3,2015-06-11T00:00:00.000Z,6880608,Good money. Dead end.  The pay is competitive. The hours are somewhat flexible if you are a student.  The work will wear your body down. The supervisors and leads cover for their favorites and leave the rest out to dry. There is little room for advancement if you don't have a bachelors degree or don't help fill a quota. Good workers get worked harder to make up for bums. Advice to Management:Playing favorites drives the good help away. Don't do that. Upper management needs to be more transparent.,0.40888888888888886,0.18902777777777774,positive
Anonymous Employee,4,2015-06-11T00:00:00.000Z,6875105,"Slow-paced, not for growth potential  Flexible work hours and telecommuting Rarely have to work overtime or more than 45 hours per week Interesting health information projects with CMS  Lax culture filled with many b-type people (this may be a pro if you are too) and underperformers Few professional growth opportunities Management is slow to change or listen to new ideas Advice to Management:Don't spend two years analyzing if a new approach will work when the old approach definitely doesn't. Just do it! At the very least, try it out on a few projects ...",0.4752727272727271,0.10551515151515152,positive
"Regional Manager in Saint Paul, MN",3,2015-06-09T00:00:00.000Z,6855605,Area Sales Manager  Too much to learn from here  Trying to learn the way of working,0.2,0.2,positive
Anonymous Employee,5,2015-06-09T00:00:00.000Z,6853358,"Good place for U of M students  Close to campus, flexible schedule  Tasks were pretty menial, left for engineering internship Advice to Management:It's a great program for students",0.5875,0.4375,positive
"Product Development Specialist in Saint Paul, MN",5,2015-06-09T00:00:00.000Z,6849191,"Creative company  multi opportunities; life/work balance; great working culture; and a lot of more.  No much, unless you like to live in a real big city. Advice to Management:Keep on what we are doing the great things.",0.55,0.3766233766233767,positive
Anonymous Employee,4,2015-06-08T00:00:00.000Z,6834575,Sales Representative  Great company with outstanding reputation  Pay is good but not great.,0.74375,0.4,positive
Financial Analyst,4,2015-06-05T00:00:00.000Z,6811532,"Great place to work!  Constant innovation, work with cross-functional groups, development opportunities, fun environment, great work/life balance  Can be slow to create real change, lots of standardization",0.45555555555555555,0.3333333333333333,positive
"PMO Analyst in Austin, TX",3,2015-06-05T00:00:00.000Z,6811615,"Enjoyable but Slow Role Development  Great Team, very effective project management  Role was very slow to develop; most of my time was under-utilized and did mostly admin duties.",0.61,0.34142857142857136,positive
Anonymous Employee,3,2015-06-05T00:00:00.000Z,6810927,"General  Friendship, environment, working conditions, flexible work hours  Salary, career, HR, management, job titles",0.5,0.05000000000000002,positive
Anonymous Employee,4,2015-06-02T00:00:00.000Z,6774928,"Strong company with work life balance  Flexible working conditions Standard array of corporate benefits from car, pension, healthcare, share schemes, bike schemes, etc. Lots of good people  Large X Matrix management style so pulled in many directions and sometimes conflict in priorities No employee discounts on 3M products. New pay scheme purposely underplays in comparison to general market. Advice to Management:Review your pay scheme again as the current one hasn't been accepted well and paints 3M in a bad light.",0.4530106257378985,0.15763478945297127,positive
Marketing Manager in Saint-Paul,3,2015-05-29T00:00:00.000Z,6743330,"Keeps short term stock analysts happy at expense of employees and customers  ability to have diverse experiences throughout career. Many people trying to do the right thing and a vast amount of good experience among hard working and loyal employees  age discrimination is rampant. No interest in investing in long term growth opportunities. Employees are penalized for taking career risks. Advice to Management:better spend less money on fixing SAP and spend more on new business growth opportunities. Google SAP implementation and see how it has worked for other companies. To all the reviewers on this site bashing long tenured employees of 3m, believe it or not they know more than you do and not everybody over the age of 30 is irrelevant.",0.5629329004329005,0.16075487012987014,positive
"Inside Sales Representative in Thousand Oaks, CA",5,2015-05-28T00:00:00.000Z,6730294,Inside Sales Representative  Great company to work for with good benefits and ethical standards. They really help you with your career goals and the steps to getting there. I work with great people and have the opportunity to network with other divisions  my statement is not much of a Con but something to keep in mind. They are a little behind with the software and programs to work with. things could be a little easier with an ideal CRM system in place. They are transitioning to it soon in our division however will take some time. Also working from home would be idea in my position however not a priority at this point,0.5613636363636364,0.23636363636363636,positive
"Summer Intern in Saint Paul, MN",4,2015-05-27T00:00:00.000Z,6716722,3M Summer intern: positive experience  Science based company. Great place for doing research. Good salary for interns. Friendly people to work with. Supervisors work really close with you.  I remember none except that housing for interns was provided really far away and you have to depend on car pools for commute. Advice to Management:None,0.5992424242424242,0.40037878787878795,positive
"Anonymous Employee in Canoga Park, CA",3,2015-05-27T00:00:00.000Z,6715575,Bad for Contract Employees  Good work experience Good office environment Interesting Projects  Layoffs - Most contract employees were let go when business was slow. Little to no notice given. Takes a lot of time to get anything done. Everything has a long process it needs to go through. Easy to get in trouble - Any little thing and it's a warning or a meeting about safety. Hard to move up in rank. Low pay for contract employees. Advice to Management:Stop laying off experienced people and replacing them with contract employees that cant do the job (applies to all levels). The cost savings is short compared to how much is lost when problems arise.,0.5200980392156863,0.06568627450980392,positive
Anonymous Employee in Singapore,4,2015-05-27T00:00:00.000Z,6712181,"Pleasant  American culture, friendly and brilliant colleagues, dynamic and diverse environment, good compensation and development.  Company rhythm is slow. Big company, big vertical and horizontal structure. Somewhat political. Not enough transparency, each of team member can work on their own projects without talking about it much to the other members. Advice to Management:Look at career growth opportunity seriously and really take action on it. I understand you are expecting the employees to initiate it to the supervisors but there's only so much we could control. If the supervisor is not supportive then we're pretty much stuck. It can be tedious and demotivating for people to work on the same projects over and over again for 10 years without being promoted or rewarded.",0.4791666666666667,0.12291666666666669,positive
Supply Chain Analyst,4,2015-05-26T00:00:00.000Z,6709567,Great company with lots of great people  I thoroughly enjoy the people I work with. The 401k match is competitive and the work environment is concussive to growth and learning.  Limited mobility in plants unless you are willing to move. Advice to Management:Continue investing in better job marketing to millennials or they will walk.,0.5654761904761905,0.44642857142857145,positive
Anonymous Employee,5,2015-05-25T00:00:00.000Z,6696251,"Receptionist/Administrative Assistant  Great place to work. Friendly, helpful workplace.  Can only advance if you are in management or have an engineering background.",0.75,0.39166666666666666,positive
"Senior Financial Analyst in Saint Paul, MN",4,2015-05-24T00:00:00.000Z,6689080,"Senior Financial Analyst  Best company in the world in my opinion. Highly profitable, consistent growth. Durable competitive advantages that have lasted over a century and are getting stronger in many cases.  Matrix organization makes getting things done difficult and complex. Your immediate supervisor can make or break your experience. Advice to Management:Formalize career development. Don't put it all on the supervisors. Talent is getting buried below poor leaders.",0.44875,0.08874999999999998,positive
Anonymous Employee,4,2015-05-23T00:00:00.000Z,6686224,"Marketing Intern  3M is a huge multinational company, with a lot of opportunities for growth. In this company I found a good combination of a job that challenged me with the constant cooperation of my coworkers. The culture was my favorite thing about 3M.  Bureaucracy have to been one of the cons of the company, since it is a really big multinational it have to have regulations and procedures to do the most minimal operation, which somethings slows down the flow of the work.",0.5402777777777777,0.2305555555555555,positive
"Software Developer in Austin, TX",1,2015-05-22T00:00:00.000Z,6680873,"(3M Motor Vehicle Systems) Bleeding Money...  At least they had a cafeteria and lots of parking.  Every project was in the red, literally. Neither Waterfall nor Agile worked. Management was awful and the Business Analysts had no idea how to write proper functional requirements. All of this was thrown on the Developers with finger pointing and scapegoating leading to massive layoffs. The office was remodeled in 2011 with an automobile theme and it came out looking like a kindergarten. No promotion opportunities. I asked 3 times for a raise and was denied. After I couldn't take it anymore, I left and immediately got hired by a company down the street (not joking) for over 30% more base salary. Advice to Management:Learn proper People Management. Read Peopleware, Mythical Man Month, Winning by Welch. Modernize your software development.",0.4907407407407407,-0.06296296296296296,negative
Graphic Designer in Mumbai,5,2015-05-19T00:00:00.000Z,6651497,3 Months in woo advertising  In Adobe Illustrator and Photoshop  I want to work with senior and improve my skills of Designing Advice to Management:Excellent,0.0,0.0,neutral
"Anonymous Employee in Saint Paul, MN",4,2015-05-18T00:00:00.000Z,6629897,"Spreadsheet Managers  The benefits are terrific, such as a wide variety of health care choices, live and disability, multiple optional choices. Like everyone else, choices are dwindling slowly. Promote healthy living by offering incentives. Flex Schedule - forgiving on work hours Competitive pay (if you fall within their job scale parameters) Education benefit (if you get approved - fat chance) Management training programs Excellent IT group, help desk, media support  Middle management is on an 18 month rotation. Ever 18 months a new batch come in. They rarely know anything about your business unit, because only importance is centered on bottom line of spreadsheet. 93,000 employee company - easy to become a number versus individual Advice to Management:The bottom line is why businesses exist, but sick of hearing, ""this is not a business we wish to be in"" when margins take a temporary dip. Stop the Willie Sutton business model (get in, get the money, get out and don't get caught).",0.583001443001443,0.09278499278499278,positive
"Regional Technical Marketing & Services Lead in San Jose, CA",4,2015-05-17T00:00:00.000Z,6623680,Great Place to Work!  Overall co-worker in the lab are very helpful and collaborative. Been great to learn a lot about 3M technology and product development knowledge.  Learning curve tends to reach steady state after ~4 years in the same role. Job rotation within the company is not as easy as manager typically are quite conservative to accept non-experience candidate for other role,0.4592592592592592,0.2564814814814815,positive
"Marketing Manager in Saint Paul, MN",5,2015-05-15T00:00:00.000Z,6614609,"Once in a generation CEO  3M is going through a transformative period, led by a very strong CEO.  So much change happening at once. Advice to Management:Hold on to your best employees so you will have continuity of the culture and values after all of the change.",0.4844444444444445,0.5877777777777778,positive
"Scientist in Loughborough, England",4,2015-05-15T00:00:00.000Z,6606354,"Scientist  Salary, holidays and flexitime were all good  Poor training and development opportunities",0.6000000000000001,0.14999999999999997,positive
"Software Engineer in Murray, UT",3,2015-05-12T00:00:00.000Z,6575521,"Good company that is going downhill.  Great manager that supports and works hard for our department. My team is very collaborative and supportive. Lots of team training and help. Great products and a lot of potential to get back to being a great company  Upper management rules by fear. Lots of decisions made by upper management without knowing if they are feasible or good ideas. Upper management constantly promises things to customers without ever talking to the development teams. The healthcare network in the salt lake area is terrible. The dollar rules over ethics at times. Upper management is constantly pushing for employees to work overtime, with no compensation. Lots of witch hunts trying to find who made a mistake instead of finding a solution and moving on. Lots of decisions to release software without allowing for proper testing. Advice to Management:Get to know and work with your employees more. Improve communication. Be more employee and customer focused. Improve ethics. Hire the needed employees instead of more executives.",0.4551587301587301,0.2242063492063492,positive
"Senior Sales Representative in Samara, Samarskaya Oblast'",4,2015-05-11T00:00:00.000Z,6568867,"5 years of great sales experience  Great mission and culture. Professional employees, clever management. Great social compensation (corp. car, medicine, sport, vacation). Matrix structure.  Salary is bellow then avarage in industry. Complicated career growth Advice to Management:The management deserving respect",0.63125,0.35000000000000003,positive
Anonymous Employee,2,2015-05-09T00:00:00.000Z,6558002,"entry level contract  A lot of the older workers who are employed usually enjoy the work environment and have been working there for a while. People often get distracted by little side projects and they are ok with creativity in your work. It's a good resume booster for your first job and they hire all kinds of entry level scientists.  I was hired on a short time contract and laid off a month early. My boss never gave me negative reviews but i was usually anxiously looking for work to do, and only felt like i had enough for about the first month of work. This creates an environment that alienates the contractors and overloads the work on people who are already trained. Advice to Management:better safety training, more incentives for contractors",0.5071428571428571,0.15208333333333332,positive
"Senior Research Engineer in Saint Paul, MN",3,2015-05-07T00:00:00.000Z,6542694,tranditional company  not very stressful. good for chemistry and chemical background  mid to low pay. so so benefits.,0.30000000000000004,0.15,positive
Anonymous Employee,5,2015-05-06T00:00:00.000Z,6531427,Nice Experience for a good learner  Very Very Cooperative colleagues. Everyone is contributor. Awesome learning experience.  No guarantee for permanent position.,0.7475,0.6399999999999999,positive
"IT Manager in Saint Paul, MN",5,2015-05-05T00:00:00.000Z,6514639,"Broad range of opportunities, respectful environment, good people.  The technology culture at 3M across a large number of disciplines is amazingly strong from material science to software. Their diverse product portfolio and continuous invention guarantees they will be around for the long haul.  It can take a while to learn how to work effectively in this diverse, heavily-matrixed organization. The company is currently working on a massive Business Transformation project to standardize processes.",0.5971560846560847,0.27334656084656084,positive
Anonymous Employee,3,2015-05-05T00:00:00.000Z,6513893,"Great food!  Great Culture, great food, decent pay  Based in a boring part of England",0.7833333333333333,0.35333333333333333,positive
Anonymous Employee,3,2015-05-04T00:00:00.000Z,6506857,"Interesting but stressful  Learning the technical aspects of the products is fascinating and benefits are very good  Corporate culture in terms of the more personal, human element leaves a great deal to be desired",0.43111111111111117,0.3788888888888889,positive
"Converting Technician in Northridge, CA",3,2015-04-29T00:00:00.000Z,6471793,converting technician  Benefits and good pay. And parking lot.  Production supervisor are not qualified to do their job. Management micro manages everyone. Advice to Management:Management needs a qualified GM and supervisors.,0.6000000000000001,0.7,positive
"Senior Software Engineer in Silver Spring, MD",4,2015-04-29T00:00:00.000Z,6467867,"senior software engineer  good company to work for  many hierachies, do small part of big project",0.4,0.2375,positive
Anonymous Employee,3,2015-04-26T00:00:00.000Z,6445326,"good experience  Good training decent pay and good insurance  Dirty, load, electrical shock hazards, safety hazards Advice to Management:improve dusty environment",0.6444444444444445,0.2111111111111111,positive
Anonymous Employee,5,2015-04-25T00:00:00.000Z,6440330,"Student Intern  -Collection of the smartest, nicest people to work with -Very understanding supervisor -Flexible work hours  -Research lab is separated from the business side so hard to connect with people in other departments Advice to Management:Try to build a better connection amongst all the departments",0.42916666666666664,0.07083333333333333,positive
Anonymous Employee,3,2015-04-23T00:00:00.000Z,6419600,Marketing Communications Spvr  Able to move around within the company. Opportunity to work in both b2b and b2c space  Jobs are increasingly compartmentalized. Lack of career path for certain roles Advice to Management:Empower employees,0.5982142857142857,0.35714285714285715,positive
General Manager in New Delhi,4,2015-04-22T00:00:00.000Z,6407120,"General Manager- Government Markets & Affairs  -Great Culture - Learning platform across the businesses and function - Great People - Strong Financials, Strong Bottom line  - Career growth - Business growth Advice to Management:- New avenue for growth",0.6535353535353535,0.44217171717171716,positive
"Anonymous Employee in Saint Paul, MN",4,2015-04-20T00:00:00.000Z,6390834,"Executive Assistant  Great flexibility, great benefits and work environment.  None that I can think of",0.75,0.8,positive
Anonymous Employee in Singapore,5,2015-04-15T00:00:00.000Z,6354339,"Supply Chain Intern  Great working environment, the various managers were more than willing to take the time to coach and advise the interns.  None that are very apparent.",0.591,0.323,positive
Anonymous Employee,4,2015-04-15T00:00:00.000Z,6348906,Engineer  good benefits. comfortable work environment. flexible. stable.  lots of meetings. slow to act at times. no clear sense of direction for some teams/departments. Advice to Management:a better understanding of next generation workforce. more focus on the people as the people are who make the company run,0.4547619047619048,0.25,positive
"Anonymous Employee in Baltimore, MD",1,2015-04-15T00:00:00.000Z,6345763,Engagement Manager  Good Company to work for except for management. No one really listens and very abusive  Very abusive when they talk with you. Go figure -- very dysfunctional management Advice to Management:Listen to your people,0.34,0.29999999999999993,positive
